"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"27015";"0621174P";"ECOLE ELEMENTAIRE PUBLIQUE LOUIS BLANC";"BOULOGNE-SUR-MER";"LILLE";"Grands centres urbains";"PUBLIC";1;9;138
"27022";"0621195M";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY";"FERQUES";"LILLE";"Bourgs ruraux";"PUBLIC";0;2;50
"27051";"0621262K";"ECOLE PRIMAIRE PUBLIQUE VAL DE LIANE RPI 88";"QUESTRECQUES";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;25
"27080";"0621377K";"ECOLE ELEMENTAIRE PUBLIQUE MARIE ET PIERRE CURIE";"LIBERCOURT";"LILLE";"Centres urbains intermédiaires";"PUBLIC";1;8;143
"27206";"0621821T";"ECOLE ELEMENTAIRE PUBLIQUE DU DONJON RPI 124";"MAREST";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;18
"27243";"0621897A";"ECOLE ELEMENTAIRE PUBLIQUE RPI 97";"AGNIERES";"LILLE";"Bourgs ruraux";"PUBLIC";0;1;20
"27282";"0622015D";"ECOLE PRIMAIRE RPI 43";"LE PARCQ";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;2;32
"27289";"0622032X";"ECOLE PRIMAIRE PUBLIQUE RPI 129";"CROIX-EN-TERNOIS";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;20
"27301";"0622059B";"ECOLE PRIMAIRE PUBLIQUE -";"ROELLECOURT";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;3;59
"27485";"0622825J";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MOULIN";"COURRIERES";"LILLE";"Grands centres urbains";"PUBLIC";0;8;191
"27569";"0622999Y";"ECOLE ELEMENTAIRE PUBLIQUE RPI 48";"HAUTECLOQUE";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;15
"27607";"0623147J";"ECOLE PRIMAIRE PUBLIQUE MAURICE THOREZ";"DROCOURT";"LILLE";"Ceintures urbaines";"PUBLIC";1;8;124
"27614";"0623156U";"ECOLE MATERNELLE PUBLIQUE DUBREUCQ";"HENIN-BEAUMONT";"LILLE";"Grands centres urbains";"PUBLIC";0;3;57
"27616";"0623160Y";"ECOLE MATERNELLE PUBLIQUE VERONESE";"LIEVIN";"LILLE";"Grands centres urbains";"PUBLIC";1;5;83
"27649";"0623307H";"ECOLE PRIMAIRE PUBLIQUE -";"GUEMPS";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;4;88
"27664";"0623375G";"ECOLE ELEMENTAIRE PUBLIQUE OVIDE LEROY";"LOOS-EN-GOHELLE";"LILLE";"Ceintures urbaines";"PUBLIC";0;7;151
"27694";"0623436Y";"ECOLE ELEMENTAIRE PUBLIQUE PAUL LANGEVIN";"HOUDAIN";"LILLE";"Ceintures urbaines";"PUBLIC";0;6;122
"27696";"0623438A";"ECOLE PRIMAIRE PUBLIQUE ABEL LOMBARD";"ISQUES";"LILLE";"Ceintures urbaines";"PUBLIC";0;4;89
"27749";"0623535F";"ECOLE MATERNELLE PUBLIQUE LOUIS BLERIOT";"LONGUENESSE";"LILLE";"Centres urbains intermédiaires";"PUBLIC";1;3;39
"27832";"0623878D";"ECOLE MATERNELLE PUBLIQUE LA VALLEE DE LA COURSE RPI 83";"BERNIEULLES";"LILLE";"Rural à habitat dispersé";"PUBLIC";0;1;22
"27966";"0630178B";"ECOLE MATERNELLE PUBLIQUE JEAN ZAY";"BEAUMONT";"CLERMONT-FERRAND";"Grands centres urbains";"PUBLIC";0;6;162
"27998";"0630286U";"ECOLE ELEMENTAIRE PUBLIQUE VICTOR DURUY";"CLERMONT-FERRAND";"CLERMONT-FERRAND";"Grands centres urbains";"PUBLIC";0;9;183
"28065";"0630453A";"ECOLE MATERNELLE PUBLIQUE CENTRE";"ISSOIRE";"CLERMONT-FERRAND";"Centres urbains intermédiaires";"PUBLIC";0;2;52
"28085";"0630497Y";"ECOLE PRIMAIRE -";"MARAT";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;3;66
"28130";"0630666G";"ECOLE ELEMENTAIRE PUBLIQUE JACQUES PREVERT";"ROMAGNAT";"CLERMONT-FERRAND";"Ceintures urbaines";"PUBLIC";0;8;195
"28168";"0630815U";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAINT-VINCENT";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;1;21
"28212";"0630940E";"ECOLE PRIMAIRE ANDRE SABY";"SAINT-SYLVESTRE-PRAGOULIN";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;4;79
"28239";"0630987F";"ECOLE MATERNELLE PUBLIQUE JEAN MOULIN";"CLERMONT-FERRAND";"CLERMONT-FERRAND";"Grands centres urbains";"PUBLIC";0;4;82
"28247";"0631025X";"ECOLE MATERNELLE PUBLIQUE LE MOUTIER";"THIERS";"CLERMONT-FERRAND";"Petites villes";"PUBLIC";1;4;71
"28323";"0631400E";"ECOLE PRIMAIRE -";"RIS";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;3;57
"28336";"0631428K";"ECOLE PRIMAIRE -";"NOHANENT";"CLERMONT-FERRAND";"Ceintures urbaines";"PUBLIC";0;7;155
"28367";"0631494G";"ECOLE MATERNELLE PUBLIQUE LEON DHERMAIN";"COURNON-D'AUVERGNE";"CLERMONT-FERRAND";"Centres urbains intermédiaires";"PUBLIC";0;7;160
"28374";"0631504T";"ECOLE ELEMENTAIRE PUBLIQUE -";"SAUXILLANGES";"CLERMONT-FERRAND";"Bourgs ruraux";"PUBLIC";0;5;93
"28542";"0640446M";"ECOLE ELEMENTAIRE PUBLIQUE -";"ESCOUBES";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;46
"28620";"0640612T";"ECOLE PRIMAIRE PUBLIQUE -";"MERACQ";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;1;16
"28663";"0640734A";"ECOLE PRIMAIRE ECOLE PRIMAIRE PUBLIQUE";"SAINT-VINCENT";"BORDEAUX";"Rural à habitat très dispersé";"PUBLIC";0;2;33
"28672";"0640754X";"ECOLE PRIMAIRE PUBLIQUE -";"SEVIGNACQ-MEYRACQ";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;45
"28699";"0640844V";"ECOLE MATERNELLE PUBLIQUE JEAN-BAPTISTE LANUSSE";"BOUCAU";"BORDEAUX";"Grands centres urbains";"PUBLIC";0;4;77
"28745";"0640973K";"ECOLE ELEMENTAIRE PUBLIQUE BOURG";"MENDIONDE";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;2;28
"28748";"0640984X";"ECOLE ELEMENTAIRE PUBLIQUE CASTET";"MONEIN";"BORDEAUX";"Rural à habitat dispersé";"PUBLIC";0;1;21
"28801";"0641132H";"ECOLE PRIMAIRE PUBLIQUE DU BOURG";"URRUGNE";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;9;186
"28833";"0641245F";"ECOLE PRIMAIRE PRIVEE JEANNE D ARC";"OLORON-SAINTE-MARIE";"BORDEAUX";"Petites villes";"PRIVE";0;8;195
"28841";"0641259W";"ECOLE ELEMENTAIRE PRIVEE JEANNE D ARC";"MASLACQ";"BORDEAUX";"Rural à habitat dispersé";"PRIVE";0;1;26
"28937";"0641474E";"ECOLE MATERNELLE PUBLIQUE VICTOR HUGO";"LESCAR";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;3;72
"28944";"0641570J";"ECOLE MATERNELLE PUBLIQUE JEAN JACCACHOURY";"BIDART";"BORDEAUX";"Ceintures urbaines";"PUBLIC";0;8;181
"29170";"0650639S";"ECOLE MATERNELLE PUBLIQUE DARRESPOUEY";"LOURDES";"TOULOUSE";"Centres urbains intermédiaires";"PUBLIC";0;4;89
"29171";"0650643W";"ECOLE MATERNELLE PUBLIQUE DU PETIT BOIS";"VIC-EN-BIGORRE";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;4;83
"29205";"0650723H";"ECOLE PRIMAIRE PUBLIQUE -";"OURSBELILLE";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;4;89
"29341";"0660192A";"ECOLE PRIMAIRE PUBLIQUE -";"FUILLA";"MONTPELLIER";"Rural à habitat dispersé";"PUBLIC";0;2;32
"29352";"0660207S";"ECOLE MATERNELLE PUBLIQUE CLAUDE DEBUSSY";"PERPIGNAN";"MONTPELLIER";"Grands centres urbains";"PUBLIC";1;5;85
"29412";"0660350X";"ECOLE ELEMENTAIRE PUBLIQUE JOSEPH CORTADA";"SAINT-LAURENT-DE-LA-SALANQUE";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";0;10;213
"29466";"0660478L";"ECOLE MATERNELLE PUBLIQUE LES LAURIERS ROSES";"ESPIRA-DE-L'AGLY";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;4;91
"29474";"0660495E";"ECOLE ELEMENTAIRE PUBLIQUE SIMON BOUSSIRON";"PERPIGNAN";"MONTPELLIER";"Grands centres urbains";"PUBLIC";0;8;179
"29590";"0660906B";"ECOLE MATERNELLE PUBLIQUE ROMAIN ROLLAND";"PERPIGNAN";"MONTPELLIER";"Grands centres urbains";"PUBLIC";1;4;80
"29766";"0670597K";"ECOLE ELEMENTAIRE PUBLIQUE EX DRACHENBRONN";"DRACHENBRONN-BIRLENBACH";"STRASBOURG";"Rural à habitat dispersé";"PUBLIC";0;3;45
"29803";"0670746X";"ECOLE PRIMAIRE PUBLIQUE -";"MACKENHEIM";"STRASBOURG";"Bourgs ruraux";"PUBLIC";0;3;70
"29888";"0671079J";"ECOLE PRIMAIRE PUBLIQUE PHILIPPE CHRETIEN SCHWEITZER";"VAL-DE-MODER";"STRASBOURG";"Petites villes";"PUBLIC";0;13;279
"29953";"0671371B";"ECOLE BOLSENHEIM UTTENHEIM ECOLE DE LA SCHEER";"BOLSENHEIM";"STRASBOURG";"Ceintures urbaines";"PUBLIC";0;4;84
"29965";"0671413X";"ECOLE PRIMAIRE PUBLIQUE CENTRE";"ILLKIRCH-GRAFFENSTADEN";"STRASBOURG";"Grands centres urbains";"PUBLIC";0;15;379
"29986";"0671486B";"ECOLE MATERNELLE PUBLIQUE OBERLIN";"SELESTAT";"STRASBOURG";"#N/A";"PUBLIC";0;3;77
"30146";"0672243Z";"ECOLE PRIMAIRE PUBLIQUE -";"GRIES";"STRASBOURG";"Ceintures urbaines";"PUBLIC";0;6;140
"30201";"0672491U";"ECOLE PRIMAIRE PUBLIQUE -";"STEINBOURG";"STRASBOURG";"Bourgs ruraux";"PUBLIC";0;5;117
"30247";"0672732F";"ECOLE PRIMAIRE PUBLIQUE -";"THAL-MARMOUTIER";"STRASBOURG";"Rural à habitat dispersé";"PUBLIC";0;6;133
"30300";"0672912B";"ECOLE PRIMAIRE PUBLIQUE -";"MERKWILLER-PECHELBRONN";"STRASBOURG";"Bourgs ruraux";"PUBLIC";0;3;69
"30323";"0673058K";"ECOLE PRIMAIRE PUBLIQUE ECOLE DE LA DECAPOLE";"WICKERSHEIM-WILSHAUSEN";"STRASBOURG";"Rural à habitat dispersé";"PUBLIC";0;12;247
"30524";"0680933V";"ECOLE PRIMAIRE -";"RANTZWILLER";"STRASBOURG";"Bourgs ruraux";"PUBLIC";0;4;93
"30533";"0680983Z";"ECOLE PRIMAIRE ECOLE PRIMAIRE PUBLIQUE";"ZIMMERSHEIM";"STRASBOURG";"Ceintures urbaines";"PUBLIC";0;2;48
"30549";"0681041M";"ECOLE MATERNELLE PUBLIQUE CHARLES PERRAULT";"MULHOUSE";"STRASBOURG";"Grands centres urbains";"PUBLIC";1;4;77
"30559";"0681069T";"ECOLE MATERNELLE PUBLIQUE INTERCOMMUNALE";"WIDENSOLEN";"STRASBOURG";"Bourgs ruraux";"PUBLIC";0;3;65
"30630";"0681282Z";"ECOLE ELEMENTAIRE PUBLIQUE -";"SEWEN";"STRASBOURG";"Rural à habitat dispersé";"PUBLIC";0;1;18
"30692";"0681432M";"ECOLE MATERNELLE PUBLIQUE INTERCOMMUNALE";"BISCHWIHR";"STRASBOURG";"Rural à habitat dispersé";"PUBLIC";0;4;84
"30726";"0681546L";"ECOLE ELEMENTAIRE PUBLIQUE LES TUILERIES";"ALTKIRCH";"STRASBOURG";"Petites villes";"PUBLIC";0;14;312
"30801";"0681785W";"ECOLE PRIMAIRE INTERCOMMUNALE RIESPACH-FELDBACH";"RIESPACH";"STRASBOURG";"Rural à habitat dispersé";"PUBLIC";0;3;77
"30815";"0681820J";"ECOLE ELEMENTAIRE PUBLIQUE LE VILLAGE DES ENFANTS";"KINGERSHEIM";"STRASBOURG";"Grands centres urbains";"PUBLIC";0;9;215
"30858";"0690234E";"ECOLE PRIMAIRE PUBLIQUE LA GRAVIERE";"SAINTE-FOY-LES-LYON";"LYON";"Grands centres urbains";"PUBLIC";0;14;309
"30924";"0690504Y";"ECOLE MATERNELLE PUBLIQUE FREDERIC MISTRAL";"VAULX-EN-VELIN";"LYON";"Grands centres urbains";"PUBLIC";1;9;159
"31070";"0691153D";"ECOLE MATERNELLE PUBLIQUE LES FOUGERES";"LYON  9E  ARRONDISSEMENT";"LYON";"#N/A";"PUBLIC";1;4;59
"31112";"0691219A";"ECOLE ELEMENTAIRE PUBLIQUE PIERRE COT";"BRON";"LYON";"Grands centres urbains";"PUBLIC";1;16;259
"31117";"0691241Z";"ECOLE PRIMAIRE PUBLIQUE LE GREGOIRE";"DARDILLY";"LYON";"Ceintures urbaines";"PUBLIC";0;17;405
"31159";"0691388J";"ECOLE ELEMENTAIRE PUBLIQUE MARCEL PAGNOL";"ANSE";"LYON";"Centres urbains intermédiaires";"PUBLIC";0;11;226
"31283";"0692010K";"ECOLE PRIMAIRE PRIVEE DIOT";"LYON  6E  ARRONDISSEMENT";"LYON";"#N/A";"PRIVE";0;8;209
"31343";"0692154S";"ECOLE PRIMAIRE PRIVEE LOUIS QUERBES";"VOURLES";"LYON";"Ceintures urbaines";"PRIVE";0;8;213
"31395";"0692529Z";"ECOLE ELEMENTAIRE PUBLIQUE PRE BERGER";"LENTILLY";"LYON";"Ceintures urbaines";"PUBLIC";0;16;387
"31438";"0692748M";"ECOLE ELEMENTAIRE PUBLIQUE ALICE SALANON";"VINDRY-SUR-TURDINE";"LYON";"Bourgs ruraux";"PUBLIC";0;5;122
"31451";"0692814J";"ECOLE MATERNELLE PUBLIQUE ANDREE VIENOT";"VAULX-EN-VELIN";"LYON";"Grands centres urbains";"PUBLIC";1;5;88
"31478";"0692872X";"ECOLE ELEMENTAIRE PUBLIQUE -";"BLACE";"LYON";"Rural à habitat dispersé";"PUBLIC";0;4;95
"31484";"0692895X";"ECOLE ELEMENTAIRE PUBLIQUE LES PIERRES";"TERNAY";"LYON";"Ceintures urbaines";"PUBLIC";0;9;200
"31653";"0693513U";"ECOLE PRIMAIRE PUBLIQUE REVES EN SAONE";"FONTAINES-SUR-SAONE";"LYON";"Grands centres urbains";"PUBLIC";0;15;346
"31657";"0693530M";"ECOLE ELEMENTAIRE PUBLIQUE ANATOLE FRANCE";"BRON";"LYON";"Grands centres urbains";"PUBLIC";1;9;144
"31662";"0693535T";"ECOLE ELEMENTAIRE PUBLIQUE JEAN MACE";"BELLEVILLE-EN-BEAUJOLAIS";"LYON";"Centres urbains intermédiaires";"PUBLIC";0;11;229
"31664";"0693557S";"ECOLE ELEMENTAIRE PUBLIQUE ALAIN FOURNIER";"LYON  8E  ARRONDISSEMENT";"LYON";"#N/A";"PUBLIC";1;17;307
"31690";"0693634A";"ECOLE MATERNELLE PUBLIQUE LOUIS ARMAND";"VILLEURBANNE";"LYON";"Grands centres urbains";"PUBLIC";0;7;157
"31728";"0693777F";"ECOLE ELEMENTAIRE PUBLIQUE LEONARD DE VINCI";"COURS";"LYON";"Bourgs ruraux";"PUBLIC";0;5;91
"31850";"0700135S";"ECOLE ELEMENTAIRE PUBLIQUE -";"AUXON";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;2;36
"31866";"0700236B";"ECOLE MATERNELLE PUBLIQUE -";"CHASSEY-LES-MONTBOZON";"BESANCON";"Rural à habitat dispersé";"PUBLIC";0;1;16
"31878";"0700299V";"ECOLE PRIMAIRE DU LAC";"VAIVRE-ET-MONTOILLE";"BESANCON";"Ceintures urbaines";"PUBLIC";0;10;216
"31929";"0700672A";"ECOLE MATERNELLE PUBLIQUE GROUPE SCOLAIRE";"RONCHAMP";"BESANCON";"Bourgs ruraux";"PUBLIC";0;5;79
"31970";"0700888K";"ECOLE ELEMENTAIRE PUBLIQUE DU CENTRE";"RONCHAMP";"BESANCON";"Bourgs ruraux";"PUBLIC";0;9;153
"32060";"0710194A";"ECOLE MATERNELLE PUBLIQUE CLAUDE ROBERJOT";"MACON";"DIJON";"Centres urbains intermédiaires";"PUBLIC";0;3;58
"32111";"0710331Z";"ECOLE PRIMAIRE PUBLIQUE -";"CRONAT";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;2;27
"32160";"0710504M";"ECOLE ELEMENTAIRE PUBLIQUE -";"SIVIGNON";"DIJON";"Rural à habitat très dispersé";"PUBLIC";0;1;15
"32196";"0710630Z";"ECOLE ELEMENTAIRE PUBLIQUE -";"BOSJEAN";"DIJON";"Rural à habitat très dispersé";"PUBLIC";0;1;27
"32199";"0710641L";"ECOLE ELEMENTAIRE PUBLIQUE -";"BAUDRIERES";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;5;110
"32270";"0710901U";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-VALLERIN";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;1;19
"32297";"0711001C";"ECOLE PRIMAIRE PUBLIQUE -";"UCHIZY";"DIJON";"Bourgs ruraux";"PUBLIC";0;5;95
"32376";"0711277C";"ECOLE MATERNELLE PUBLIQUE JOSEPHINE BAKER";"CHARNAY-LES-MACON";"DIJON";"Centres urbains intermédiaires";"PUBLIC";0;5;114
"32437";"0711468K";"ECOLE ELEMENTAIRE PUBLIQUE NEUZY";"DIGOIN";"DIJON";"Petites villes";"PUBLIC";0;3;62
"32520";"0711824X";"ECOLE PRIMAIRE PUBLIQUE -";"RULLY";"DIJON";"Bourgs ruraux";"PUBLIC";0;5;114
"32560";"0711902G";"ECOLE PRIMAIRE PUBLIQUE MONTFLEURY";"SAINT-EUSEBE";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;7;149
"32562";"0711904J";"ECOLE PRIMAIRE PUBLIQUE DANIELLE GOUZE-MITTERRAND";"CLUNY";"DIJON";"Bourgs ruraux";"PUBLIC";0;13;275
"32566";"0711909P";"ECOLE PRIMAIRE PUBLIQUE -";"BANTANGES";"DIJON";"Rural à habitat dispersé";"PUBLIC";0;2;44
"32600";"0720177B";"ECOLE MATERNELLE PUBLIQUE RPID 44 COULANS-SUR-GEE (MATERNELLE)";"COULANS-SUR-GEE";"NANTES";"Bourgs ruraux";"PUBLIC";0;6;117
"32620";"0720247C";"ECOLE PRIMAIRE PUBLIQUE BORD DE L'AUNE";"PONTVALLAIN";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;6;140
"32625";"0720267Z";"ECOLE PRIMAIRE PUBLIQUE RPID 30 NUILLE-LE-JALAIS";"NUILLE-LE-JALAIS";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;3;67
"32634";"0720291A";"ECOLE MATERNELLE D APPLICATION PAULINE KERGOMARD";"LE MANS";"NANTES";"Grands centres urbains";"PUBLIC";0;5;102
"32645";"0720320G";"ECOLE PRIMAIRE PUBLIQUE VAL DE TAUDE";"SOUVIGNE-SUR-SARTHE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;3;38
"32680";"0720440M";"ECOLE PRIMAIRE PUBLIQUE GEORGES VALLEE";"LAMNAY";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;4;84
"32738";"0720611Y";"ECOLE MATERNELLE PUBLIQUE BERTHE HUBERT";"LE MANS";"NANTES";"Grands centres urbains";"PUBLIC";0;9;215
"32799";"0720788R";"ECOLE PRIMAIRE PUBLIQUE JEAN FERRAT";"SCEAUX-SUR-HUISNE";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;5;106
"32801";"0720791U";"ECOLE PRIMAIRE PUBLIQUE -";"SEMUR-EN-VALLON";"NANTES";"Rural à habitat dispersé";"PUBLIC";0;2;34
"32872";"0721071Y";"ECOLE PRIMAIRE PUBLIQUE -";"SOULIGNE-SOUS-BALLON";"NANTES";"Bourgs ruraux";"PUBLIC";0;5;120
"32901";"0721126H";"ECOLE PRIMAIRE PRIVEE NOTRE DAME DU PRE";"LE MANS";"NANTES";"Grands centres urbains";"PRIVE";0;10;260
"32910";"0721137V";"ECOLE PRIMAIRE PRIVEE SAINTE THERESE";"BEAUMONT-SUR-SARTHE";"NANTES";"Bourgs ruraux";"PRIVE";0;5;106
"32918";"0721154N";"ECOLE PRIMAIRE PRIVEE SACRE COEUR ST JACQUES";"LA FLECHE";"NANTES";"Petites villes";"PRIVE";0;7;164
"32920";"0721157S";"ECOLE PRIMAIRE PRIVEE SAINT JOSEPH STE MARIE";"VALLON-SUR-GEE";"NANTES";"Bourgs ruraux";"PRIVE";0;3;48
"32957";"0721213C";"ECOLE PRIMAIRE PUBLIQUE J.Y. COUSTEAU";"PRUILLE-LE-CHETIF";"NANTES";"Bourgs ruraux";"PUBLIC";0;5;111
"32967";"0721243K";"ECOLE PRIMAIRE PUBLIQUE MARIE PAPE-CARPANTIER";"TORCE-EN-VALLEE";"NANTES";"Bourgs ruraux";"PUBLIC";0;5;101
"33215";"0730956T";"ECOLE MATERNELLE PUBLIQUE LA POMMERAIE";"CHAMBERY";"GRENOBLE";"Grands centres urbains";"PUBLIC";1;4;75
"33272";"0731049U";"ECOLE MATERNELLE PUBLIQUE MICHEL ZULBERTI";"UGINE";"GRENOBLE";"Petites villes";"PUBLIC";0;3;68
"33324";"0731142V";"ECOLE PRIMAIRE PRIVEE ST JEAN BOSCO";"CHAMBERY";"GRENOBLE";"Grands centres urbains";"PRIVE";0;7;170
"33386";"0731312E";"ECOLE PRIMAIRE PUBLIQUE ETIENNE MARCELLIN";"FOURNEAUX";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;3;58
"33424";"0731430H";"ECOLE PRIMAIRE PUBLIQUE PIERRE BEROUD";"MONTAGNY";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;2;36
"33477";"0740320W";"ECOLE MATERNELLE PUBLIQUE DU CENTRE";"CHAMONIX-MONT-BLANC";"GRENOBLE";"Petites villes";"PUBLIC";0;4;96
"33482";"0740337P";"ECOLE ELEMENTAIRE PUBLIQUE ROBERT CHAMEL";"VALLORCINE";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;2;37
"33501";"0740406P";"ECOLE ELEMENTAIRE PUBLIQUE LE BOURG";"ALBY-SUR-CHERAN";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;8;174
"33502";"0740407R";"ECOLE ELEMENTAIRE PUBLIQUE -";"ALLEVES";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;1;22
"33516";"0740430R";"ECOLE ELEMENTAIRE PUBLIQUE -";"ARGONAY";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;8;199
"33588";"0740604E";"ECOLE PRIMAIRE PUBLIQUE -";"VALLIERES-SUR-FIER";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;3;75
"33638";"0740715A";"ECOLE PRIMAIRE PUBLIQUE -";"CHENEX";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;5;110
"33700";"0740862K";"ECOLE PRIMAIRE PUBLIQUE JOSEPH DESSAIX";"ALLINGES";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;13;293
"33720";"0740926E";"ECOLE PRIMAIRE PRIVEE ST MICHEL";"ANNECY";"GRENOBLE";"Grands centres urbains";"PRIVE";0;15;397
"33805";"0741148W";"ECOLE MATERNELLE PUBLIQUE -";"SAINT-CERGUES";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;5;120
"33840";"0741262V";"ECOLE MATERNELLE PUBLIQUE DU VAL D'ARVE";"MAGLAND";"GRENOBLE";"Bourgs ruraux";"PUBLIC";0;5;99
"33875";"0741459J";"ECOLE PRIMAIRE PUBLIQUE PUY ST MARTIN";"SAINT-JULIEN-EN-GENEVOIS";"GRENOBLE";"Grands centres urbains";"PUBLIC";0;15;375
"33878";"0741464P";"ECOLE MATERNELLE PUBLIQUE DU VAL D'HERMONE";"VAILLY";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;3;75
"33913";"0741713K";"ECOLE PRIMAIRE PUBLIQUE CHAUMONTET";"SILLINGY";"GRENOBLE";"Ceintures urbaines";"PUBLIC";0;6;147
"34035";"0750843J";"ECOLE PRIMAIRE BRUXELLES J";"PARIS  9E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;10;226
"34113";"0750981J";"ECOLE ELEMENTAIRE PUBLIQUE RECOLLETS";"PARIS 10E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;13;257
"34162";"0751086Y";"ECOLE ELEMENTAIRE PUBLIQUE DAMREMONT EB";"PARIS 18E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;7;156
"34177";"0751109Y";"ECOLE ELEMENTAIRE PUBLIQUE FOURCROY";"PARIS 17E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;10;235
"34319";"0751314W";"ECOLE MATERNELLE PUBLIQUE GUSTAVE ROUANET W";"PARIS 18E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";1;7;136
"34329";"0751327K";"ECOLE MATERNELLE PUBLIQUE LAMARCK";"PARIS 18E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;5;131
"34348";"0751348H";"ECOLE MATERNELLE PUBLIQUE MOUFFETARD";"PARIS  5E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;3;71
"34353";"0751353N";"ECOLE MATERNELLE PUBLIQUE OLIVIER DE SERRES N";"PARIS 15E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;7;146
"34403";"0751411B";"ECOLE MATERNELLE PUBLIQUE TOMBE ISSOIRE";"PARIS 14E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;7;159
"34413";"0751423P";"ECOLE MATERNELLE PUBLIQUE VAUVENARGUES P";"PARIS 18E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";1;7;129
"34447";"0752332C";"ECOLE ELEMENTAIRE PUBLIQUE MIOLLIS C";"PARIS 15E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;10;234
"34528";"0753123M";"ECOLE MATERNELLE PUBLIQUE CHAT.DES RENTIERS";"PARIS 13E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";1;7;120
"34599";"0754699A";"ECOLE MATERNELLE PUBLIQUE LOUIS BLANC";"PARIS 10E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";0;5;114
"34601";"0754730J";"ECOLE MATERNELLE PUBLIQUE EMILE DUPLOYE";"PARIS 18E  ARRONDISSEMENT";"PARIS";"#N/A";"PUBLIC";1;7;109
"34661";"0760207M";"ECOLE MATERNELLE PUBLIQUE MARIE HOUDEMARE";"ROUEN";"NORMANDIE";"Grands centres urbains";"PUBLIC";0;4;92
"34689";"0760267C";"ECOLE PRIMAIRE PUBLIQUE DES P'TITES GOMMES";"GOMMERVILLE";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;80
